Identifier,Evaluation,Tricked,2-Norm for Adv.-Image,Class,filename,match_count
DIFGSM,30471,True,9.056978225708008,609,Base Model.csv,4.0
DIFGSM,29886,True,8.844078063964844,597,Base Model.csv,4.0
DIFGSM,2223,True,8.514209747314453,44,Base Model.csv,4.0
DIFGSM,49943,True,8.585881233215332,998,Base Model.csv,4.0
DIFGSM,21678,True,9.214778900146484,433,Base Model.csv,4.0
DIFGSM,34350,True,9.191595077514648,687,Base Model.csv,4.0
DIFGSM,19658,True,9.327566146850586,393,Base Model.csv,4.0
MIFGSM,33014,True,9.502094268798828,660,Base Model.csv,4.0
MIFGSM,29785,True,9.48593044281006,595,Base Model.csv,4.0
MIFGSM,46751,True,8.96341323852539,935,Base Model.csv,4.0
MIFGSM,37438,True,9.216465950012209,748,Base Model.csv,4.0
MIFGSM,46520,True,9.663536071777344,930,Base Model.csv,4.0
MIFGSM,22878,True,8.976625442504883,457,Base Model.csv,4.0
MIFGSM,14162,True,9.233192443847656,283,Base Model.csv,4.0
MIFGSM,6405,True,10.060956954956056,128,Base Model.csv,4.0
MIFGSM,10143,True,9.02853298187256,202,Base Model.csv,4.0
MIFGSM,5805,True,10.208706855773926,116,Base Model.csv,4.0
MIFGSM,14611,True,9.507977485656738,292,Base Model.csv,4.0
MIFGSM,30698,True,10.049633979797363,613,Base Model.csv,4.0
MIFGSM,30471,True,9.53272533416748,609,Base Model.csv,4.0
MIFGSM,29886,True,9.213263511657717,597,Base Model.csv,4.0
MIFGSM,2223,True,8.938383102416992,44,Base Model.csv,4.0
MIFGSM,49943,True,8.714447975158691,998,Base Model.csv,4.0
MIFGSM,42010,True,9.55424690246582,840,Base Model.csv,4.0
MIFGSM,21678,True,9.661750793457031,433,Base Model.csv,4.0
MIFGSM,34350,True,9.779321670532228,687,Base Model.csv,4.0
MIFGSM,19658,True,9.98085880279541,393,Base Model.csv,4.0
RFGSM,33014,True,9.367106437683104,660,Base Model.csv,4.0
RFGSM,29785,True,9.378232955932615,595,Base Model.csv,4.0
RFGSM,46751,True,8.886006355285645,935,Base Model.csv,4.0
RFGSM,37438,True,9.159224510192873,748,Base Model.csv,4.0
RFGSM,46520,True,9.544658660888672,930,Base Model.csv,4.0
RFGSM,22878,True,8.94931411743164,457,Base Model.csv,4.0
RFGSM,14162,True,9.080477714538574,283,Base Model.csv,4.0
RFGSM,10143,True,8.992042541503906,202,Base Model.csv,4.0
RFGSM,5805,True,10.010647773742676,116,Base Model.csv,4.0
RFGSM,14611,True,9.383827209472656,292,Base Model.csv,4.0
RFGSM,30698,True,9.901832580566406,613,Base Model.csv,4.0
RFGSM,30471,True,9.48047924041748,609,Base Model.csv,4.0
RFGSM,29886,True,9.03801441192627,597,Base Model.csv,4.0
RFGSM,2223,True,8.842263221740723,44,Base Model.csv,4.0
RFGSM,49943,True,8.64648723602295,998,Base Model.csv,4.0
RFGSM,42010,True,9.443685531616213,840,Base Model.csv,4.0
RFGSM,21678,True,9.52646541595459,433,Base Model.csv,4.0
RFGSM,34350,True,9.634559631347656,687,Base Model.csv,4.0
RFGSM,19658,True,9.76368522644043,393,Base Model.csv,4.0
EOTPGD,29785,True,9.335317611694336,595,Base Model.csv,4.0
EOTPGD,37438,True,9.17863941192627,748,Base Model.csv,4.0
EOTPGD,22878,True,8.934121131896973,457,Base Model.csv,4.0
EOTPGD,14162,True,9.083971977233888,283,Base Model.csv,4.0
EOTPGD,10143,True,8.954516410827637,202,Base Model.csv,4.0
EOTPGD,5805,True,10.013790130615234,116,Base Model.csv,4.0
EOTPGD,14611,True,9.536893844604492,292,Base Model.csv,4.0
EOTPGD,30698,True,9.84443473815918,613,Base Model.csv,4.0
EOTPGD,30471,True,9.465168952941896,609,Base Model.csv,4.0
EOTPGD,29886,True,9.053750991821287,597,Base Model.csv,4.0
EOTPGD,49943,True,8.626025199890137,998,Base Model.csv,4.0
EOTPGD,21678,True,9.535758018493652,433,Base Model.csv,4.0
EOTPGD,34350,True,9.606858253479004,687,Base Model.csv,4.0
EOTPGD,19658,True,9.829797744750977,393,Base Model.csv,4.0
Jitter,37438,True,8.227339744567871,748,Base Model.csv,4.0
Jitter,22878,True,8.052998542785645,457,Base Model.csv,4.0
Jitter,10143,True,7.992273807525635,202,Base Model.csv,4.0
Jitter,49943,True,8.01105785369873,998,Base Model.csv,4.0
Jitter,26085,True,8.127229690551758,521,Base Model.csv,4.0
